,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_A,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Flight,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_high,Product_importance_low,Product_importance_medium,Gender_F
2854,3,4,261,2,52,3340,0,0,1,0,0,0,1,0,0,0,1,1
3014,3,5,188,2,12,2711,1,0,0,0,0,1,0,0,0,1,0,1
2280,4,4,223,10,24,3271,0,0,0,1,0,0,0,1,0,1,0,0
8037,4,2,250,5,10,1026,0,1,0,0,0,0,0,1,0,0,1,0
7160,5,3,257,5,3,1262,1,0,0,0,0,0,0,1,0,1,0,1
4568,3,3,213,3,7,4133,1,0,0,0,0,0,0,1,0,0,1,0
2146,3,3,133,6,10,1686,0,0,1,0,0,0,0,1,0,1,0,1
871,4,2,208,3,17,2777,0,0,0,0,1,0,0,1,1,0,0,0
7004,4,3,221,2,6,4114,1,0,0,0,0,0,0,1,0,1,0,1
4443,3,2,256,2,9,4228,0,1,0,0,0,0,0,1,0,0,1,1
6600,6,4,297,5,6,1631,0,0,0,1,0,0,0,1,1,0,0,0
3823,3,3,154,10,1,5235,0,0,0,0,1,0,1,0,0,0,1,1
8013,6,4,254,4,9,1594,0,1,0,0,0,0,0,1,0,1,0,0
5224,3,1,221,3,1,4948,0,0,1,0,0,0,0,1,1,0,0,0
3482,3,5,216,4,3,4934,1,0,0,0,0,0,0,1,0,1,0,1
9049,3,4,238,2,5,4349,0,0,0,0,1,1,0,0,0,1,0,0
7436,6,1,232,5,10,4345,1,0,0,0,0,0,0,1,1,0,0,0
8723,5,3,255,4,5,5870,0,0,0,0,1,0,0,1,0,1,0,1
1037,3,1,156,3,49,1253,0,0,0,0,1,0,0,1,0,0,1,0
9721,3,4,179,2,5,4882,0,0,0,0,1,0,1,0,0,1,0,0
9365,4,5,219,3,1,5221,0,0,0,0,1,0,0,1,0,1,0,1
3389,4,5,256,3,10,4504,0,0,0,0,1,0,0,1,0,0,1,0
10779,5,2,269,5,9,1165,0,1,0,0,0,0,0,1,0,0,1,1
5917,5,1,252,3,2,4339,0,0,0,0,1,0,0,1,0,0,1,0
5320,4,4,186,3,2,4430,0,0,1,0,0,0,1,0,0,1,0,1
3552,2,1,154,3,4,5100,0,0,0,1,0,0,1,0,0,0,1,1
2963,3,3,200,3,46,2460,0,0,0,0,1,0,0,1,0,1,0,0
5942,4,5,252,3,4,5017,1,0,0,0,0,0,0,1,0,0,1,1
3960,4,2,237,3,1,5114,0,0,0,1,0,0,1,0,0,1,0,0
9319,4,1,189,3,5,4133,0,0,0,0,1,1,0,0,0,0,1,0
8860,7,1,307,4,4,1371,0,0,1,0,0,0,0,1,0,1,0,0
5802,3,4,187,3,7,5417,0,0,0,1,0,0,0,1,0,1,0,0
2278,3,1,268,3,47,2479,0,0,1,0,0,0,0,1,0,1,0,1
6852,3,4,153,10,4,5456,0,0,0,1,0,1,0,0,0,0,1,1
590,4,1,214,5,51,2669,1,0,0,0,0,0,0,1,0,0,1,0
2378,5,1,219,3,14,2447,1,0,0,0,0,0,0,1,0,1,0,0
2754,4,5,138,7,60,1366,0,0,0,1,0,1,0,0,0,0,1,0
8208,5,5,247,2,5,4250,0,0,0,1,0,0,1,0,0,0,1,0
3620,3,3,158,2,10,4061,1,0,0,0,0,0,0,1,0,1,0,0
4899,5,5,166,2,2,4562,0,1,0,0,0,0,0,1,1,0,0,1
8191,5,2,224,3,4,4271,0,0,0,0,1,0,0,1,1,0,0,0
10522,3,5,259,3,7,4480,0,0,1,0,0,0,1,0,0,0,1,0
5386,4,4,219,2,7,4604,0,0,1,0,0,0,0,1,0,0,1,0
10823,5,5,203,2,10,4790,0,0,0,0,1,1,0,0,0,1,0,0
10719,5,5,221,6,6,1429,0,1,0,0,0,0,0,1,0,0,1,0
3125,4,4,197,3,41,3280,0,0,0,0,1,0,1,0,0,0,1,1
5332,4,3,158,4,7,4460,0,0,1,0,0,0,1,0,0,0,1,0
5824,3,4,267,3,2,5204,0,0,1,0,0,0,0,1,1,0,0,1
421,4,2,251,2,24,2405,0,0,0,0,1,1,0,0,0,0,1,0
1147,5,5,174,6,26,1184,0,0,0,0,1,0,0,1,0,0,1,1
9564,4,4,222,3,2,5140,0,0,0,1,0,0,1,0,0,0,1,0
1243,6,3,171,5,61,1947,0,0,0,0,1,1,0,0,1,0,0,0
3234,5,3,169,2,8,5352,0,0,0,1,0,0,0,1,0,1,0,0
4817,7,1,290,4,9,1885,0,0,0,0,1,0,0,1,0,1,0,1
2706,4,3,174,3,5,1502,0,0,0,1,0,0,0,1,0,1,0,1
776,5,1,175,3,64,1110,1,0,0,0,0,0,0,1,0,0,1,1
5017,5,2,285,4,7,1666,0,0,0,0,1,0,0,1,0,0,1,1
9244,4,1,224,2,10,4653,0,0,1,0,0,0,0,1,0,1,0,0
3506,4,3,192,3,10,4086,1,0,0,0,0,0,0,1,0,0,1,1
2115,3,3,162,2,5,1202,0,1,0,0,0,0,0,1,0,0,1,0
6698,4,5,139,2,1,4606,1,0,0,0,0,0,1,0,0,0,1,1
9243,4,5,136,2,4,5923,0,1,0,0,0,0,0,1,0,0,1,0
810,5,3,216,3,1,2434,0,0,0,1,0,0,1,0,0,0,1,1
3574,3,3,149,3,3,4189,0,0,1,0,0,1,0,0,0,0,1,1
1270,4,4,158,3,63,1387,0,0,1,0,0,0,0,1,0,0,1,0
1791,4,4,137,2,37,1447,0,1,0,0,0,1,0,0,0,0,1,0
5894,4,3,142,2,5,5502,1,0,0,0,0,1,0,0,0,1,0,1
7560,2,2,169,3,4,5485,0,0,0,1,0,0,0,1,0,0,1,1
4588,3,4,166,3,8,4369,0,0,1,0,0,0,0,1,0,0,1,1
5839,3,5,147,4,10,5164,0,0,0,0,1,0,0,1,1,0,0,0
8282,3,1,155,3,7,5709,1,0,0,0,0,0,0,1,0,0,1,1
5441,3,1,209,2,3,4184,0,0,0,0,1,0,0,1,0,0,1,1
3991,3,4,211,3,6,5890,0,0,0,0,1,0,0,1,0,1,0,1
10991,5,2,261,5,9,1227,0,0,0,0,1,0,0,1,0,0,1,0
1865,4,2,259,2,54,2244,0,0,0,0,1,0,0,1,0,0,1,0
8900,7,2,284,4,1,1085,1,0,0,0,0,1,0,0,0,1,0,1
7085,6,1,260,3,1,5134,0,0,0,0,1,0,0,1,0,0,1,0
318,3,1,200,2,27,2551,0,0,0,1,0,0,0,1,0,0,1,0
10276,4,3,176,5,2,5751,0,0,1,0,0,1,0,0,0,1,0,0
2491,3,5,156,2,43,1301,0,0,0,0,1,0,0,1,0,1,0,1
9841,5,4,208,6,8,5098,0,0,0,0,1,0,1,0,0,0,1,0
4998,3,3,239,6,7,4501,0,0,0,1,0,0,0,1,0,1,0,0
10061,3,1,189,3,1,4886,0,0,0,0,1,0,0,1,0,1,0,0
208,2,4,152,3,55,1498,0,0,1,0,0,0,0,1,0,1,0,0
5055,5,3,267,3,8,5786,0,1,0,0,0,0,1,0,0,0,1,1
8838,5,1,232,5,6,1427,0,0,0,1,0,0,0,1,0,1,0,0
439,3,3,172,3,58,1269,0,0,0,0,1,0,0,1,0,1,0,1
2534,4,3,261,3,6,2787,1,0,0,0,0,0,0,1,0,1,0,1
326,3,4,173,3,52,1587,1,0,0,0,0,0,0,1,0,0,1,0
9252,3,4,257,4,8,4780,0,0,0,1,0,0,0,1,0,0,1,1
10292,4,2,210,3,10,5354,1,0,0,0,0,0,0,1,0,0,1,1
5878,4,2,268,3,1,4927,0,0,1,0,0,0,1,0,0,0,1,0
9555,3,3,229,3,8,4549,0,1,0,0,0,0,0,1,0,0,1,1
4730,5,1,269,3,5,5031,1,0,0,0,0,0,0,1,0,1,0,1
10573,3,1,174,3,9,4380,0,0,0,0,1,0,0,1,0,1,0,1
7014,4,4,145,3,8,5780,0,0,0,1,0,0,0,1,0,0,1,0
9222,4,1,231,3,5,4118,0,0,0,1,0,0,0,1,0,0,1,0
7830,4,5,149,2,2,5724,0,0,0,1,0,0,0,1,0,1,0,0
7540,5,5,201,3,10,5121,0,0,1,0,0,1,0,0,0,0,1,1
7610,3,4,173,3,8,5979,1,0,0,0,0,0,0,1,0,1,0,1
4184,4,3,153,2,1,4366,1,0,0,0,0,0,0,1,0,0,1,0
4642,4,3,204,2,7,4717,0,0,1,0,0,0,1,0,0,1,0,1
1006,3,1,185,2,42,2803,0,0,1,0,0,0,0,1,0,0,1,1
4290,4,4,211,4,8,4747,0,0,0,1,0,0,0,1,0,0,1,0
7863,4,1,136,3,4,5060,0,1,0,0,0,0,0,1,0,0,1,1
7534,4,2,191,4,7,5507,0,0,1,0,0,1,0,0,0,1,0,0
4616,4,3,256,3,1,4323,1,0,0,0,0,0,0,1,1,0,0,1
9672,6,4,296,4,7,1969,0,0,0,1,0,0,0,1,0,1,0,0
3458,4,1,170,2,5,5182,1,0,0,0,0,0,0,1,0,0,1,1
4623,5,3,224,2,6,5962,0,1,0,0,0,0,0,1,0,1,0,0
1661,3,2,150,3,4,1910,0,0,0,0,1,0,0,1,0,0,1,1
5334,5,3,111,4,8,4575,0,0,0,1,0,0,1,0,0,0,1,1
8290,4,5,221,10,9,4646,0,0,1,0,0,0,0,1,1,0,0,0
6608,5,1,236,6,4,1705,1,0,0,0,0,0,0,1,0,0,1,1
2430,3,5,113,2,19,1660,0,0,0,1,0,0,0,1,0,1,0,1
5884,3,3,169,3,10,5147,0,0,1,0,0,0,1,0,0,1,0,0
9259,5,4,136,3,4,5413,0,0,0,0,1,0,0,1,0,0,1,0
500,3,4,212,2,33,2021,1,0,0,0,0,0,0,1,0,1,0,0
3078,4,5,135,2,60,1026,0,0,0,1,0,0,0,1,0,1,0,0
1092,4,4,200,3,19,2976,0,0,0,1,0,1,0,0,0,1,0,0
7605,3,1,236,3,2,4298,0,1,0,0,0,0,0,1,0,1,0,0
10138,6,2,284,4,7,1181,0,0,1,0,0,1,0,0,0,1,0,1
1189,4,2,173,2,30,1336,0,0,0,0,1,0,0,1,0,1,0,1
9982,5,3,202,2,9,5645,0,0,1,0,0,0,1,0,0,1,0,1
8491,3,1,244,3,6,4062,0,0,0,0,1,1,0,0,0,0,1,0
5809,5,1,179,3,7,5814,0,0,0,0,1,0,0,1,0,1,0,1
603,3,1,162,2,52,1125,0,1,0,0,0,0,0,1,0,1,0,1
5421,6,1,147,3,5,4012,0,1,0,0,0,0,0,1,0,0,1,1
7283,4,3,151,3,9,4908,0,0,0,0,1,0,0,1,0,0,1,1
10434,3,5,286,6,8,4777,0,0,0,1,0,0,0,1,1,0,0,0
6263,7,2,276,4,9,1022,0,0,0,0,1,0,0,1,0,1,0,0
4555,7,2,308,4,7,1176,0,0,0,0,1,0,0,1,0,1,0,1
2546,3,5,190,10,32,2931,1,0,0,0,0,0,0,1,0,0,1,0
6213,6,5,282,4,1,1193,0,1,0,0,0,0,0,1,0,1,0,0
4600,3,5,256,3,7,4366,0,0,1,0,0,0,0,1,0,1,0,0
2272,5,5,234,6,52,2615,0,0,1,0,0,0,0,1,0,1,0,1
350,4,5,188,3,13,2409,1,0,0,0,0,0,0,1,0,1,0,1
7185,6,1,301,4,3,1200,0,1,0,0,0,0,0,1,0,1,0,1
2060,3,2,173,3,60,1582,1,0,0,0,0,1,0,0,1,0,0,0
8579,5,1,181,3,3,5118,0,0,0,0,1,0,0,1,0,1,0,1
7256,5,4,154,2,10,5670,1,0,0,0,0,1,0,0,0,0,1,0
5808,2,1,197,4,5,4614,0,0,0,1,0,0,0,1,0,1,0,0
4907,3,4,200,2,6,4751,0,0,0,0,1,0,1,0,0,0,1,1
1366,4,5,138,3,64,1708,0,0,1,0,0,1,0,0,0,1,0,1
10356,4,2,185,2,5,4066,0,0,0,1,0,0,0,1,0,0,1,0
427,5,4,197,4,40,3303,0,0,0,0,1,1,0,0,0,1,0,1
10358,4,1,265,3,4,4249,1,0,0,0,0,0,0,1,0,1,0,1
395,4,4,183,3,29,3251,0,0,0,0,1,0,1,0,0,1,0,0
5397,5,3,202,4,6,5107,0,1,0,0,0,0,0,1,0,1,0,0
10533,3,2,188,3,8,5709,0,1,0,0,0,0,1,0,0,0,1,0
4377,2,2,158,3,1,4149,0,1,0,0,0,0,1,0,1,0,0,1
8236,5,1,264,6,4,5337,0,0,1,0,0,1,0,0,1,0,0,1
6666,3,2,225,3,5,4304,0,0,0,1,0,0,0,1,1,0,0,0
2915,3,4,242,3,54,3011,0,0,0,0,1,0,0,1,1,0,0,0
1863,4,1,192,3,29,3347,0,1,0,0,0,0,0,1,0,0,1,1
6425,3,3,259,2,8,4481,0,0,0,0,1,0,1,0,1,0,0,0
7991,4,5,242,2,2,4806,0,0,0,0,1,0,0,1,0,0,1,1
6677,4,4,231,3,9,4305,0,0,0,0,1,0,0,1,0,1,0,0
8518,4,4,161,3,2,5257,0,0,1,0,0,0,0,1,0,1,0,0
6908,6,1,273,4,6,1561,1,0,0,0,0,0,0,1,0,1,0,0
217,4,4,176,4,63,1293,0,0,0,0,1,0,0,1,1,0,0,1
10767,4,2,258,5,1,1010,0,1,0,0,0,0,0,1,0,0,1,1
10053,3,4,270,3,10,5417,0,1,0,0,0,0,0,1,0,0,1,1
4049,3,5,265,3,4,4268,0,0,0,0,1,0,0,1,0,0,1,0
4015,2,5,116,3,1,4091,0,0,0,0,1,0,0,1,0,1,0,1
8144,4,5,266,3,2,4867,1,0,0,0,0,0,0,1,0,0,1,1
8477,5,1,268,3,5,5663,0,0,0,0,1,0,1,0,0,0,1,1
9940,5,5,251,5,10,1683,0,0,1,0,0,0,0,1,0,0,1,1
2552,4,1,141,2,10,1340,1,0,0,0,0,0,0,1,0,1,0,0
5259,7,5,281,4,8,1987,0,1,0,0,0,0,0,1,0,1,0,0
7219,5,1,245,5,3,1956,0,0,0,0,1,0,0,1,0,1,0,1
5656,4,5,144,2,2,4978,0,0,1,0,0,0,0,1,0,1,0,0
283,5,4,165,3,20,1150,0,0,0,0,1,1,0,0,0,1,0,1
1157,4,1,171,3,58,1516,0,0,0,0,1,0,0,1,0,1,0,1
5439,4,5,198,6,6,5380,0,1,0,0,0,0,0,1,0,0,1,1
6928,6,4,286,4,8,1690,0,0,1,0,0,0,0,1,0,1,0,1
2941,2,3,160,4,53,1850,0,0,0,0,1,0,0,1,0,1,0,1
6421,4,2,150,4,1,5922,0,0,0,0,1,0,1,0,0,1,0,1
2308,3,2,268,3,30,2867,0,0,1,0,0,0,1,0,0,1,0,0
3937,5,3,248,2,6,5863,0,0,0,0,1,0,0,1,0,1,0,1
3387,5,5,244,3,9,5695,0,1,0,0,0,0,0,1,0,1,0,0
5538,6,2,257,4,4,1929,0,0,0,1,0,0,0,1,0,1,0,1
1984,3,3,154,2,57,1096,0,0,1,0,0,0,0,1,0,1,0,1
4936,5,2,198,3,7,5768,0,0,1,0,0,1,0,0,0,1,0,1
6612,5,2,260,5,9,1809,0,0,0,1,0,0,0,1,0,1,0,0
2366,5,4,200,3,24,2078,1,0,0,0,0,0,0,1,0,0,1,0
8168,5,5,193,4,8,5714,1,0,0,0,0,0,0,1,0,0,1,0
4627,5,3,249,2,9,4568,0,0,0,0,1,0,0,1,0,1,0,1
3614,3,3,203,2,1,5244,1,0,0,0,0,0,0,1,0,1,0,0
3170,4,5,139,3,3,5824,1,0,0,0,0,0,0,1,0,1,0,1
3750,3,5,224,2,10,4445,0,0,0,1,0,0,0,1,0,1,0,1
2474,3,4,212,3,13,2307,1,0,0,0,0,1,0,0,0,0,1,1
4247,3,5,161,3,2,4475,0,0,0,0,1,1,0,0,0,1,0,0
8481,3,2,227,2,10,5401,0,1,0,0,0,0,1,0,0,1,0,0
890,3,4,266,2,33,3798,1,0,0,0,0,0,0,1,1,0,0,1
6697,5,1,187,4,9,5657,0,0,0,0,1,0,1,0,0,0,1,1
1899,2,5,104,7,12,1064,0,1,0,0,0,0,1,0,0,1,0,0
7913,4,2,192,2,9,4140,0,0,0,0,1,0,0,1,0,1,0,0
1374,4,3,153,4,36,1171,0,0,0,1,0,1,0,0,0,1,0,0
3694,3,1,138,3,7,5534,0,0,1,0,0,1,0,0,0,0,1,1
1087,4,2,147,3,44,1873,0,0,0,0,1,0,1,0,0,0,1,0
4567,4,2,262,4,2,5311,0,0,0,0,1,0,0,1,0,1,0,0
8744,3,1,228,2,7,4977,1,0,0,0,0,0,1,0,0,1,0,1
7488,5,5,250,4,8,1247,0,0,0,1,0,0,0,1,0,0,1,1
9246,4,5,209,3,4,4809,0,0,0,1,0,0,0,1,0,0,1,1
2173,4,3,268,3,23,2996,0,0,0,0,1,0,1,0,0,0,1,1
9237,4,4,246,2,2,4633,0,1,0,0,0,0,0,1,0,0,1,1
9145,6,3,279,4,7,1090,0,0,0,0,1,0,0,1,0,1,0,0
3117,4,3,142,4,29,1420,0,1,0,0,0,0,0,1,0,1,0,0
6494,6,1,283,4,8,1404,1,0,0,0,0,0,0,1,0,1,0,0
10721,5,1,234,5,8,1837,0,0,0,0,1,0,0,1,0,0,1,0
685,4,2,241,2,17,3844,0,0,0,0,1,1,0,0,0,1,0,0
9931,5,3,243,5,8,1223,0,0,0,0,1,0,0,1,0,0,1,0
4426,5,3,254,2,4,5014,0,0,1,0,0,0,0,1,0,1,0,1
10289,5,5,156,2,8,4817,0,0,0,0,1,1,0,0,0,1,0,1
4997,2,2,259,3,6,4840,0,0,0,0,1,0,0,1,0,1,0,0
2221,3,1,164,2,2,1304,0,0,0,0,1,0,0,1,0,1,0,0
8064,4,4,271,6,3,5204,0,0,0,1,0,0,1,0,1,0,0,0
5997,5,3,259,5,2,1730,0,1,0,0,0,0,0,1,0,1,0,0
2804,4,2,222,2,16,2518,1,0,0,0,0,0,0,1,0,0,1,1
274,3,5,229,6,22,2717,0,0,1,0,0,1,0,0,0,0,1,0
2420,5,2,249,5,28,2846,1,0,0,0,0,0,0,1,1,0,0,1
10975,5,2,219,5,10,1276,0,0,0,0,1,1,0,0,0,1,0,0
1357,5,1,184,4,38,2232,0,0,0,0,1,0,1,0,0,0,1,1
8501,6,1,247,6,6,4691,0,0,0,0,1,1,0,0,0,0,1,1
10888,4,4,192,2,1,4429,0,0,1,0,0,0,0,1,0,1,0,0
9649,5,2,192,7,2,4045,0,0,0,0,1,0,0,1,0,0,1,0
6190,4,5,180,2,1,4332,0,0,1,0,0,0,0,1,0,0,1,1
6573,4,4,223,5,4,1344,0,1,0,0,0,1,0,0,0,0,1,0
662,4,4,218,5,36,2995,1,0,0,0,0,0,1,0,0,0,1,1
2779,5,4,167,7,43,1619,0,0,0,0,1,0,0,1,0,0,1,1
3584,5,5,244,2,10,5794,1,0,0,0,0,0,0,1,0,1,0,0
10904,4,2,218,2,4,4299,1,0,0,0,0,0,0,1,0,1,0,0
5106,6,1,145,3,1,4346,0,0,0,1,0,0,0,1,0,0,1,1
6134,3,3,159,3,3,5230,1,0,0,0,0,0,0,1,0,1,0,0
6632,5,4,242,3,4,4805,1,0,0,0,0,0,0,1,1,0,0,1
5457,2,3,225,7,7,4009,0,1,0,0,0,0,1,0,1,0,0,0
10569,4,4,156,2,5,5216,0,1,0,0,0,0,0,1,0,1,0,1
6524,3,1,261,8,9,5248,1,0,0,0,0,0,0,1,0,0,1,1
1457,4,4,232,4,27,3436,0,0,0,0,1,0,0,1,0,1,0,0
6525,4,4,177,6,6,5451,0,1,0,0,0,0,0,1,0,1,0,0
417,5,5,133,3,63,1218,0,1,0,0,0,1,0,0,0,1,0,0
7298,5,5,156,4,5,5987,1,0,0,0,0,0,0,1,0,1,0,1
5404,4,3,190,4,4,4102,0,0,1,0,0,0,0,1,0,0,1,0
6638,3,2,199,2,10,4659,1,0,0,0,0,0,0,1,0,0,1,0
9883,7,4,277,5,4,1373,0,0,0,0,1,0,0,1,0,1,0,0
2365,3,3,178,2,4,1778,0,0,0,0,1,0,0,1,0,0,1,0
7303,5,1,248,3,2,4075,0,0,0,0,1,0,0,1,0,1,0,1
2162,6,2,195,3,30,3462,1,0,0,0,0,0,0,1,0,0,1,0
2480,5,5,209,3,49,3893,1,0,0,0,0,1,0,0,0,1,0,0
9553,3,1,189,4,4,4785,0,0,0,0,1,0,0,1,0,1,0,1
5716,5,1,250,4,10,5306,0,0,1,0,0,0,0,1,0,0,1,0
4947,4,5,142,3,2,5692,0,1,0,0,0,1,0,0,0,0,1,0
9011,3,5,264,4,8,4324,0,0,0,0,1,0,0,1,0,0,1,1
3528,4,4,218,2,9,5637,0,0,0,1,0,0,0,1,0,1,0,0
9810,3,1,232,2,3,4562,0,0,0,1,0,0,0,1,0,1,0,1
8759,3,2,199,2,7,5531,0,0,0,0,1,0,1,0,0,0,1,1
4079,5,4,160,3,2,5876,0,0,0,0,1,0,0,1,1,0,0,0
5780,5,4,269,5,4,1537,1,0,0,0,0,0,0,1,0,1,0,1
542,4,5,218,3,40,3200,1,0,0,0,0,0,1,0,0,1,0,1
8091,3,4,184,3,2,4875,0,1,0,0,0,1,0,0,0,1,0,1
4134,4,1,193,4,4,4796,0,0,0,1,0,0,0,1,0,1,0,1
9560,3,2,236,2,2,4239,1,0,0,0,0,0,0,1,0,0,1,0
6865,6,3,266,4,9,1876,0,0,0,0,1,1,0,0,0,1,0,1
8561,5,1,271,5,5,1869,0,0,0,0,1,0,0,1,0,1,0,1
9081,3,2,247,2,2,4677,0,1,0,0,0,0,0,1,0,1,0,1
9741,2,5,151,3,9,4767,0,1,0,0,0,1,0,0,0,0,1,0
9955,4,3,264,5,2,1541,0,0,0,0,1,0,0,1,0,1,0,1
2186,3,4,202,3,28,3707,1,0,0,0,0,0,1,0,0,0,1,0
10181,6,1,267,4,9,1146,0,0,0,0,1,0,0,1,0,1,0,0
528,5,5,261,3,8,3257,0,0,0,1,0,0,1,0,0,0,1,1
5743,4,1,242,2,2,5825,0,0,0,0,1,0,1,0,0,1,0,1
8108,3,3,195,3,1,4224,1,0,0,0,0,0,0,1,0,1,0,0
10386,3,2,180,6,3,5780,0,0,0,1,0,0,1,0,0,0,1,0
6746,4,5,202,3,8,5416,1,0,0,0,0,0,0,1,0,0,1,0
4202,3,2,168,3,2,4231,1,0,0,0,0,0,0,1,0,0,1,0
10038,2,2,221,2,3,4500,0,0,0,1,0,0,0,1,0,0,1,1
10923,5,5,221,5,3,1220,0,1,0,0,0,0,0,1,0,1,0,1
2635,4,3,204,3,30,3774,0,0,0,0,1,0,0,1,0,1,0,0
2749,3,3,192,7,25,2152,0,0,0,0,1,1,0,0,1,0,0,1
7036,4,2,223,3,7,5977,0,0,1,0,0,0,0,1,0,0,1,1
10179,7,2,254,4,6,1006,0,1,0,0,0,0,0,1,0,1,0,0
8195,3,5,147,3,5,5357,0,0,0,0,1,0,1,0,0,0,1,0
5495,2,2,225,7,9,4947,0,0,0,0,1,1,0,0,1,0,0,0
7083,5,1,198,4,5,5719,0,1,0,0,0,0,0,1,0,1,0,1
6228,6,2,269,4,6,1073,0,0,0,1,0,0,0,1,0,1,0,0
3609,4,2,195,5,9,5178,0,1,0,0,0,0,0,1,0,0,1,0
2967,6,2,236,4,61,3140,0,1,0,0,0,0,0,1,0,1,0,1
7981,4,4,218,2,3,5039,0,0,0,0,1,0,0,1,0,0,1,0
8100,4,1,165,3,10,4574,0,0,0,1,0,0,0,1,0,0,1,1
7816,4,3,181,3,4,4399,0,0,1,0,0,1,0,0,0,1,0,0
7091,4,3,169,6,2,5607,0,0,0,0,1,0,0,1,0,0,1,1
6903,5,2,249,5,8,1018,0,1,0,0,0,0,0,1,0,1,0,1
129,4,5,224,4,21,2026,0,1,0,0,0,0,1,0,0,0,1,0
3831,6,1,134,3,10,1278,0,1,0,0,0,1,0,0,0,0,1,0
362,3,5,203,2,61,3642,1,0,0,0,0,0,0,1,0,0,1,0
303,4,3,222,2,55,3833,0,1,0,0,0,0,0,1,0,0,1,0
1703,4,3,201,3,46,3641,0,0,0,0,1,0,0,1,0,1,0,1
6025,5,3,267,5,6,1119,0,0,0,0,1,1,0,0,0,1,0,0
6622,6,5,152,4,8,5351,0,0,1,0,0,0,0,1,0,0,1,1
6982,3,3,136,2,10,5749,0,0,1,0,0,1,0,0,0,0,1,0
7855,4,5,209,3,6,5899,0,0,0,0,1,0,0,1,0,1,0,1
9292,3,4,160,3,10,4602,0,0,1,0,0,0,1,0,0,1,0,0
1490,4,4,204,4,35,2513,1,0,0,0,0,0,1,0,0,0,1,1
293,3,2,136,4,62,1090,0,0,0,0,1,0,0,1,0,1,0,0
5301,5,4,244,3,3,4015,0,1,0,0,0,0,0,1,0,0,1,1
4701,2,4,248,3,5,5441,0,1,0,0,0,0,0,1,0,1,0,1
6029,4,2,245,5,8,1122,0,0,0,0,1,1,0,0,0,1,0,0
4849,4,5,261,2,3,4119,0,0,0,0,1,0,0,1,0,1,0,0
6701,4,1,272,4,1,5597,0,0,0,0,1,0,1,0,1,0,0,0
4870,3,3,204,2,6,5612,0,0,1,0,0,0,0,1,0,0,1,0
1283,4,1,267,3,37,2716,0,0,0,0,1,0,0,1,0,0,1,0
760,5,3,235,2,12,3358,0,0,1,0,0,0,0,1,0,0,1,1
8188,5,5,172,2,5,5791,0,0,1,0,0,0,0,1,0,1,0,0
3966,4,3,178,2,9,4322,0,0,0,1,0,0,1,0,0,0,1,1
2441,4,5,133,3,3,1403,0,0,0,0,1,0,1,0,0,0,1,0
10749,3,1,202,3,5,1556,0,1,0,0,0,0,0,1,0,0,1,0
8773,3,1,162,3,10,5726,0,0,0,0,1,1,0,0,0,0,1,1
3484,4,4,223,4,1,4219,0,0,1,0,0,0,0,1,0,1,0,0
3993,3,3,221,3,5,4568,0,1,0,0,0,0,0,1,1,0,0,0
7491,4,2,248,6,1,1415,0,1,0,0,0,0,0,1,0,1,0,0
4965,4,4,193,3,8,4715,0,1,0,0,0,0,0,1,0,0,1,0
8761,3,4,136,3,6,4631,0,0,0,0,1,0,1,0,0,0,1,0
8155,3,3,224,3,5,4214,0,0,0,0,1,0,0,1,0,0,1,1
504,5,3,162,2,14,1045,0,0,0,1,0,0,0,1,0,1,0,1
4440,3,2,153,3,3,5251,0,0,0,1,0,0,0,1,0,0,1,1
1536,3,4,211,3,56,3654,0,0,0,1,0,0,0,1,0,1,0,0
4482,5,4,171,5,1,5749,0,0,0,1,0,0,0,1,0,0,1,0
8165,3,4,285,3,9,4768,0,0,0,0,1,0,0,1,0,1,0,0
6942,5,2,185,3,10,4354,0,0,0,1,0,0,0,1,0,1,0,0
8332,6,3,246,4,8,1741,0,0,1,0,0,0,1,0,0,0,1,1
802,3,2,262,2,26,2370,0,0,1,0,0,0,1,0,0,1,0,1
4874,4,4,238,5,1,4753,1,0,0,0,0,0,0,1,0,1,0,0
4311,5,4,165,4,7,5091,0,1,0,0,0,0,0,1,0,0,1,0
1770,5,5,189,4,16,3564,0,0,0,1,0,0,1,0,1,0,0,1
5694,5,3,142,4,4,5116,0,0,0,1,0,0,0,1,0,0,1,1
8938,5,3,162,4,6,1968,0,0,1,0,0,0,0,1,0,1,0,1
196,2,2,135,3,15,1339,0,0,1,0,0,0,0,1,0,1,0,0
790,4,3,200,2,65,3485,0,0,1,0,0,0,0,1,0,0,1,0
6077,3,2,132,4,3,4512,0,0,0,0,1,0,0,1,0,0,1,1
2503,5,4,156,2,57,1842,0,0,0,0,1,0,0,1,0,1,0,1
10927,5,3,219,5,7,1993,0,0,0,0,1,0,0,1,0,1,0,0
8166,3,1,133,3,5,5213,0,0,0,1,0,0,0,1,0,1,0,1
10473,5,5,254,5,7,1967,0,1,0,0,0,0,0,1,0,1,0,0
6832,5,2,249,3,2,4696,0,0,1,0,0,0,1,0,0,1,0,0
3776,4,4,257,10,4,4710,1,0,0,0,0,0,0,1,0,0,1,0
